280608_5.0017;TROS
061203_2.0014;14-WOLICA-KOLONIA
020102_2.0004;CHOåCISZOWICE
020102_2.0025;RAKOWICE
020105_2.0001;BRONOWIEC
020104_5.0006;MILIK”W
142304_2.0017;JELONEK
142306_5.0023;D BINY
022506_5.0007;STARY W GLINIEC
020102_2.0017;MIERZWIN
020105_2.0004;O£OBOK
020105_2.0011;TOMIS£AW
020106_2.0003;LUBK”W
061203_2.0006;06-G”RKI
061206_4.0001;01-PONIATOWA
061207_2.0012;12-ROG”W
061202_5.0009;09-D BNIAK POCZEåLE
061202_5.0016;16-MARIAMPOL
061202_5.0005;05-CHRUåLANKI J”ZEFOWSKIE
061206_5.0006;06-KRACZEWICE PRYWATNE
061202_5.0022;22-NIESZAWA
061202_5.0032;32-STUDNISKO
061202_5.0017;17-MAZAN”W MICHA£”W
120107_2.0001;Borek
060505_5.0001;BIA£A DRUGA
281410_2.0021;PREJ£OWO
281410_2.0022;PRZYKOP
020503_2.0009;POMOCNE
020503_2.0005;M CINKA
020504_2.0009;SIEKIERZYCE
060504_2.0003;GODZISZ”W PIERWSZY
247001_1.0009;S£UPNA
247501_1.0012;12
247001_1.0007;MYS£OWICE
060502_2.0001;CHRZAN”W DRUGI
240205_2.0004;I£OWNICA
240205_2.0008;£AZY
240205_2.0014;åWI TOSZ”WKA
240208_2.0004;POR•BKA-1
240209_5.0004;HECZNAROWICE
060206_5.0014;ZAGRODY
120107_2.0002;Bratucice
221210_2.0018;PODD•BIE
060214_2.0007;HUTA TUROBI—SKA
060707_2.0011;RZECZYCA ZIEMIA—SKA
060506_5.0021;WIERZCHOWISKA I
060507_2.0010;POTOK WIELKI
041408_5.0004;Cieleszyn
041408_5.0006;GrabÛwko
041408_5.0012;£owinek
140608_4.0001;NOWE MIASTO
060303_2.0044;JAGODNE
041408_4.0018;Pruszcz
060604_5.0019;Topola
060604_5.0002;Dworzyska
060604_5.0005;Kryniczki
060604_4.0003;Izbica
100806_5.0013;KAZIMIERZ
100806_5.0003;BABICZKI
100806_5.0031;ZYGMUNT”W
100806_5.0015;MADAJE NOWE
241404_2.0002;Bojszowy Nowe
321203_4.0001;Lipiany 1
101501_5.0006;JoachimÛw Mogi≥y
101501_5.0011;Kurabka
101501_5.0003;Humin
101501_5.0010;Kolonia Wola Szyd≥owiecka
141204_5.0019;W”LKA WICIEJOWSKA
141204_5.0015;SKWARNE
141204_5.0003;HUTA KUFLEWSKA
141204_5.0018;WOLA STANIS£AWOWSKA
142008_5.0011;HENRYKOWO
142008_5.0012;JANOPOLE
041409_5.0011;Koz≥owo
142008_5.0026;PRZEPITKI
142008_5.0035;ZASONIE
142008_5.0007;GAW£”WEK
142008_5.0008;GOåCIMIN WIELKI
240412_5.0006;Przymi≥owice
041409_5.0009;G≥ogÛwko KrÛlewskie
301102_5.0012;PIECHANIN
301102_5.0003;BOROWO
301102_4.0001;CZEMPI—
260602_5.0008;KAMIENIEC
260602_5.0017;PRZEPI”R”W
141107_5.0009;MROCZKI R BISZEWO
141108_2.0011;£ASIEWITY
142506_5.0001;ALEKSANDR”W
041304_5.0014;Sypniewo
303103_5.0078;G£UBCZYN
101709_5.0005;GASZYN
101709_5.0016;RYCH£OWICE
041505_2.0009;Wybcz
186201_1.0209;209
280601_1.0003;0003 Giøycko
080505_4.0001;1 m.S≥ubice
260203_4.0007;Ma≥ogoszcz 7
260202_4.0006;JÍdrzejÛw 6
281501_1.0007;0007 OSTR”DA
281501_1.0009;0009 OSTR”DA
040504_5.0021;Wielka £πka
041504_2.0005;Gronowo
321802_4.0005;Miasto £obez obrÍb 0005
321805_4.0003;WÍgorzyno miasto obrÍb 0003
302203_5.0005;Ko≥aczkowice
302203_5.0016;Rzyczkowo
302202_5.0014;Stary Sielec
302205_5.0011;Sierakowo
302202_5.0011;P≥aczkowo
302204_2.0003;Golejewko
302202_5.0003;Domaradzice
302205_5.0021;Øo≥Ídnica
022401_5.0009;PRZY£ K
022401_5.0003;DZBAN”W
022404_2.0010;STOSZOWICE
022405_5.0007;KOZINIEC
022407_5.0001;B£OTNICA
022403_4.0004;Kamieniec Zπbk.I
022403_5.0011;Sosnowa
022403_4.0005;Kamieniec Zπbk.II
022304_5.0031;Wszemi≥owice-Jurczyce
022302_2.0009;Dπbrowica
022305_2.0003;BudziszÛw
241509_2.0002;MSZANA
241104_2.0010;ZABE£K”W
241204_2.0003;DZIMIERZ
140309_2.0008;STAROWOLA
141210_2.0006;D BE MA£E
141210_2.0007;GENERA£OWO
241201_4.0003;D BIE—SKO
241106_2.0001;BABICE
141402_2.0009;CYBULICE MA£E
141402_2.0021;KAZU— POLSKI
301105_5.0005;CZACZ
301105_5.0002;BRONIKOWO
302601_2.0008;I£”WIEC
220506_2.0011;Pierszczewo
241401_1.0004;Czarnuchowice
241404_2.0004;MiÍdzyrzecze
143501_2.0020;UDRZYN
143501_2.0004;BRA—SZCZYK
281802_2.0014;PLUSZKIEJMY
046401_1.1222;W≥oc≥awek KM 122/2
221106_2.0012;Odargowo
221107_2.0015;Po≥czyno
022101_1.0006;NR 6 STARY LESIENIEC
022101_1.0008;NR 8 KUèNICE åWIDNICKIE
240905_5.0009;Zaborze
080501_5.0007;RadzikÛw
080802_2.0009;Sieniawa
080702_5.0022;Glisno
060914_2.0003;D£UGIE
142202_5.0013;D•BR”WKA OSTROWSKA
260209_5.0024;P KOS£AW
260206_5.0011;KLIMONT”W
200501_1.0006;JUDZIANKA STARA 06
100106_2.0015;PR•DZEW
040902_2.0026;Gaj I
220306_2.0006;PAKOTULSKO
220306_2.0010;PRZECHLEWO
040902_2.0028;Gaj III
121904_5.0007;Wola Batorska
181202_2.0001;Szwedy
181802_2.0007;Stany
181803_2.0002;Ch≥opska Wola
181804_2.0008;Radomyúl nad Sanem
060214_2.0018;ZAB£OCIE
220303_2.0009;JAROMIERZ
142808_2.0017;PAW£OWICE
142511_2.0009;RZECZK”W
221104_4.0008;W≥adys≥awowo 08
221105_2.0008;DÍbogÛrze
180405_2.0011;WIETLIN III
180410_2.0005;ROèWIENICA
221106_2.0009;Lubkowo
221106_2.0002;Brzyno
221106_2.0008;Krokowa
180410_2.0012;MOKRA
101802_2.0001;CZASTARY
101807_5.0006;KUèNICA SKAKAWSKA
221107_2.0008;£ebcz
221107_2.0014;Po≥chowo
302205_5.0004;Izbice
201106_2.0013;ROGACZE
200207_5.0016;JA£”WKA
200207_5.0007;BRZEZINA
200503_2.0010;PO£OWCE
200502_2.0002;PODOLANY
061903_2.0005;HA—SK I
061905_2.0019;WOLA WERESZCZY—SKA
061904_2.0011;STARY BRUS
260209_5.0011;KOWAL”W DOLNY
260209_5.0016;LUDWIN”W
280806_2.0006;KA£KI
280103_2.0055;POS£USZE
280105_2.0040;ROBITY
280105_2.0060;ØYWKOWO-GR•DZIK
020703_5.0010;Paczyn
180105_2.0026;Ustrzyki GÛrne
180103_2.0006;Michniowiec
181308_2.0008;Malhowice
061813_2.0026;Szczepiatyn-Osada
061805_5.0023;Wierzbica
181306_2.0004;Medyka
181309_2.0006;Starzawa
180903_2.0008;Prusie
221508_2.0013;£Ûwcz GÛrny
221508_2.0017;Roz≥azino
221503_1.0010;Wejherowo 10
321103_5.0003;Warno≥Íka
321102_2.0003;Bobolin
321103_4.0003;Nowe Warpno 3
326301_1.0001;åwinoujúcie 1
200905_2.0042;PODLASKI
221502_1.0021;Rumia 21
221505_2.0006;Kostkowo
221509_2.0012;Kowalewo
221509_2.0022;RÍbiska
221503_1.0020;Wejherowo 20
221503_1.0011;Wejherowo 11
221510_2.0008;PÍtkowice
221508_2.0009;Kaczkowo
221507_2.0010;Zielnowo
221508_2.0003;Brzeüno LÍborskie
221505_2.0007;£Íczyn Dolny
221506_2.0012;Zakrzewo
221506_2.0001;Mi≥oszewo
221505_2.0002;Chynowe
221506_2.0006;Linia
221502_1.0003;Rumia 03
221509_2.0010;Kielno
200902_2.0021;STANOWISKO
200709_2.0006;Jurki
200703_2.0015;Osetno
280608_5.0016;SZYMONKA
280502_2.0010;CHRUåCIELE
280502_2.0011;CIERNIE
280502_2.0015;KA£ CZYNY
280608_5.0004;KRONOWO
280608_5.0006;£AWKI
046101_1.0058;0058
220405_2.0008;Michalin
220102_5.0002;Gostkowo
220102_5.0008;Pomysk Ma≥y
220102_5.0015;Zπbinowice
220106_5.0015;Pasieka
220106_5.0016;Piaszczyna
220106_5.0020;Role-Øabno
220106_5.0024;åwieszyno
220405_2.0007;Marszewska GÛra
021003_5.0016;Z£OTY POTOK
040202_2.0021;ZGNI£OB£OTY
181108_5.0077;DπbrÛwka Wis≥ocka
181108_5.0082;PieÒ
181202_2.0004;Zdziary
181202_2.0008;Jarocin
181004_2.0004;HandzlÛwka
181004_2.0005;Kosina
181102_2.0011;Gliny Ma≥e
181102_2.0013;GÛrki
181107_4.0067;Przec≥aw
180903_2.0005;Nowiny Horynieckie
180903_2.0006;Podemszczyzna
180903_2.0012;WÛlka Horyniecka
180905_5.0010;£ukawica
181109_2.0096;Malinie
181109_2.0097;Pluty
181110_2.0107;PrzebendÛw
181202_2.0009;Mostki
181202_2.0002;Golce
180904_2.0024;KarolÛwka
180905_4.0001;Narol
180907_2.0004;Nowy DzikÛw
181106_2.0052;Padew Narodowa
181106_2.0055;Przykop
181106_2.0060;ZarÛwnie
181107_5.0062;B≥onie
181108_4.0075;Radomyúl WÛlka Dul.
181107_5.0068;RzemieÒ
181107_5.0070;WylÛw
181109_2.0091;DÍbiaki
180708_5.0002;Bzianka
180708_5.0013;Rudawka Rymanowska
180904_2.0003;Basznia GÛrna
180904_2.0004;Borowa GÛra
180904_2.0009;Krowica Ho≥odowska
180904_2.0010;Krowica Lasowa
181110_2.0104;KawÍczyn
181308_2.0011;Pikulice
181203_2.0005;Groble
181206_4.0002;StrÛøa
181301_2.0006;Dobrzanka
182101_2.0016;ØERNICA NIØNA
181602_5.0004;Futoma
181207_5.0011;Huta DerÍgowska
200102_2.0042;SAJENEK
181608_2.0002;£owisko
181207_5.0005;Glinianka
182105_2.0003;BEREØNICA WYØNA
181613_2.0002;£πka
181613_2.0003;£ukawiec
182105_2.0016;SOLINA
182105_2.0020;WERLAS
181303_2.0011;Kopysno
181303_2.0012;Kupiatycze
181305_2.0005;Kupna
186301_1.0207;207 årÛdmieúcie
181708_2.0007;Posada JaÊmierska
181708_2.0002;D≥ugie
181307_2.0011;Wac≥awice
181307_2.0002;DrohojÛw
186301_1.0213;213 BaranÛwka
186301_1.0220;220 RzeszÛw-Za≥Íøe
186301_1.0223;223 RzeszÛw-ZwiÍczyca II
200102_2.0033;UåCIANKI
181307_2.0013;Zadπbrowie
200102_2.0035;ØARNOWO PIERWSZE
186401_1.0010;ZakrzÛw
181905_2.0002;JAZOWA
181905_2.0003;KALEMBINA
182001_5.0001;Dπbrowica
200102_2.0002;BIERNATKI
200102_2.0005;CZARNUCHA
200102_2.0037;G”RY
182001_5.0010;Wola Baranowska
182101_2.0004;HUCZWICE
181402_2.0003;DOBCZA
181402_2.0005;MAJDAN SIENIAWSKI
181204_2.0010;Kamionka
181204_2.0007;KrzeszÛw Dolny
181204_2.0004;Podolszynka Ordynacka
181205_5.0004;KoÒczyce
181504_5.0002;BORECZEK
181503_5.0006;NIEDèWIADA
182102_2.0002;CISNA
182102_2.0011;PRZYS£UP
200107_2.0031;LIPOWO
182104_2.0006;UHERCE MINERALNE
200206_5.0016;£UPIANKA STARA
181609_2.0005;StraøÛw
181609_2.0001;Krasne
181611_5.0008;WÛlka Soko≥owska
181701_1.0003;Posada
200206_5.0014;£APY SZO£AJDY
181703_2.0004;Kamienne
181705_2.0013;Markowce
181705_2.0027;Stroøe Wielkie
181705_2.0014;MiÍdzybrodzie
200107_2.0002;BUDZISKI
181703_2.0014;Wola Piotrowa
200107_2.0005;CZARNIEWO
200201_5.0021;ROGOWO
181801_1.0001;1-Charzewice
181801_1.0002;2-RozwadÛw
200206_5.0001;BOKINY
200107_2.0014;JAMINY
181705_2.0010;Lalin
200209_5.0005;JA£”WKA
200201_5.0004;CZAPLINO KOLONIA
200201_5.0017;OGRODNIKI
181901_2.0006;WYØNE
200107_2.0022;KAROLINY
181705_2.0011;Liszna
200201_5.0005;DZIKIE
181501_2.0002;BYSTRZYCA
181901_2.0004;PRZEDMIEåCIE CZUDECKIE
200107_2.0024;KOPIEC
181502_2.0009;ZDØARY
181903_2.0009;MA£”WKA
181503_4.0008;ROPCZYCE-WITKOWICE
181904_5.0017;ZAWADKA
181904_5.0012;GODOWA
200205_2.0040;NIEWODNICA NARGILEWSKA KOL.
200205_2.0007;HERMAN”WKA
200104_5.0018;ROGOØYNEK
200204_2.0015;MIELESZKI
200205_2.0023;KSI ØYNO KOLONIA
200205_2.0024;LEWICKIE
200205_2.0017;JUCHNOWIEC KOåCIELNY
200205_2.0037;WOJSZKI
200203_2.0001;BORSUK”WKA
200205_2.0005;CZEREWKI
200205_2.0016;JUCHNOWIEC DOLNY
200205_2.0029;PA—KI
200204_2.0011;J”ZEFOWO
200204_2.0026;SKROBLAKI
200202_5.0016;RATOWIEC
200202_5.0007;KLIMKI
200202_5.0017;RUDA RZECZKA
200204_2.0010;JARY£”WKA
200207_5.0046;TAJNICA DOLNA
200207_5.0047;TAJNICA G”RNA
200211_2.0023;PIE∆KI
200207_5.0051;ZAJMA
200207_5.0041;RYBAKI
200207_5.0038;POTOKA
200207_5.0042;SOKOLE
200207_5.0014;HIERONIMOWO
200208_2.0017;KAMIE—SKIE OCIOSKI
200207_5.0003;BARSZCZEWO
200211_2.0026;TOPILEC
200207_5.0005;BO£TRYKI
200207_5.0008;BUDY
200207_5.0019;KITURYKI
200211_2.0007;BOROWSKIE OLKI
200215_2.0027;ZAWADY MARYLKI
200215_2.0029;ZAWADY ZABRODZIE
200212_5.0004;HERMANY
200214_5.0047;ZAJEZIERCE
200212_5.0018;NIECIECE
200308_2.0028;NIEWINO POP£AWSKIE
200306_2.0005;KOSZELE
200213_5.0001;D•BR”WKI
200214_5.0034;PROTASY
200306_2.0002;DYDULE
200214_5.0039;SIEåKI
200214_5.0008;FOLWARKI MA£E
200214_5.0042;TATAROWCE
200214_5.0026;MINIEWICZE
200214_5.0030;OSTR”WKI
200212_5.0024;SANIKI
200212_5.0021;POPOWLANY
020205_2.0010;ROZTOCZNIK
020207_4.0003;WOJS£AWICE
020301_1.0017;WR”BLIN G£OGOWSKI
020306_2.0009;KROMOLIN
020306_2.0005;DOBRZEJOWICE
020401_5.0015;Kruszyniec
020103_2.0007;PASTERNIK
020301_1.0006;HUTNIK
020306_2.0008;K£ODA
020306_2.0013;ZAB£OCIE
020301_1.0008;FABRYCZNA
020401_5.0022;Rados≥aw
020301_1.0014;NOSOCICE
020303_2.0003;JACZ”W
020304_2.0002;CHOCIEMYåL
020304_2.0006;KOZIE DO£Y
020503_2.0010;PRZYBY£OWICE
020801_1.0001;Centrum
020806_5.0017;PaszkÛw
020206_2.0003;£AGIEWNIKI
020603_1.0006;PIECHOWICE-6
020206_2.0010;SIENICE
020607_2.0004;GRUSZK”W
020207_5.0005;CHWAL CIN
020702_2.0001;CZARN”W
020404_5.0003;Be≥cz GÛrny
020404_5.0015;Kπkolno
020404_5.0006;Cieszkowice
020404_5.0009;Dochowa
020504_2.0001;BARYCZ
020506_2.0003;BUDZISZ”W MA£Y
020604_1.0007;SZKLARSKA POR BA-7
020404_5.0007;Czarnoborsko
020506_2.0016;W•DROØE MA£E
020904_2.0006;MI£OGOSTOWICE
020704_2.0007;SÍdzis≥aw
020904_2.0003;GRZYBIANY
020905_2.0011;MIKO£AJOWICE
020802_1.0005;Nowy åwiat
020802_1.0009;Nowe Miasto
020905_2.0009;LEGNICKIE POLE
020809_2.0005;Jawornica
020804_1.0002;2-Drogos≥aw
020814_5.0001;ChocieszÛw
020814_5.0007;Wolany
020806_5.0019;Piotrowice
020902_2.0012;MICH”W
020902_2.0007;GROBLE
020902_2.0015;OSETNICA
020806_5.0001;Bia≥a Woda
021004_2.0002;JA£OWIEC
021004_2.0013;UNIEGOSZCZ
020807_2.0003;DroszkÛw
020807_2.0030;SzalejÛw GÛrny
020906_2.0007;JEZIERZANY
020906_2.0009;LIPCE
020903_2.0006;JANOWICE DUØE
021101_1.0007;ObrÍb 7
021101_1.0003;ObrÍb 3
020808_5.0003;KonradÛw
020808_5.0006;RadochÛw
021005_5.0007;Olszyna Dolna
020903_2.0008;KOZICE
020907_5.0009;MOTYCZYN
021001_1.0002;2 LUBA—
021002_1.0005;5 åWIERAD”W ZDR”J
020908_2.0002;DZIERØKOWICE
021203_5.0027;W≥odzice Wielkie
021204_5.0001;BRZEZINIEC
021204_5.0002;GAJ”WKA
020908_2.0012;USZA
021204_5.0006;KAMIE—
020908_2.0010;STRZA£KOWICE
021204_5.0008;KOTLINA
021104_4.0004;ObrÍb 4
021104_4.0002;ObrÍb 2
021204_5.0015;PRZECZNICA
021204_5.0016;R BISZ”W
021007_2.0003;SIEKIERCZYN
021205_5.0005;MARCZ”W
021203_5.0005;D£UØEC
021403_2.0006;£uczyna Wielka
020907_4.0003;OBR B 3
021203_5.0019;RADOMI£OWICE
021203_5.0001;Bielanka
021103_2.0023;Stara Rudna
020908_2.0004;KOMORNIKI
021302_2.0018;åWIEBOD”W
021103_2.0025;Toszowice
021303_5.0028;MI£OS£AWICE
021303_5.0017;WSZEWILKI
021301_2.0003;CIESZK”W
021303_5.0009;NOWY ZAMEK
021102_2.0006;Gogo≥owice
021301_2.0015;TRZEBICKO DOLNE
021301_2.0014;TRZEBICKO
021102_2.0028;Szklary GÛrne
021102_2.0030;WiercieÒ
021202_5.0011;RADONI”W
021203_4.0001;LwÛwek ålπski 1
021202_5.0008;P£AWNA
021303_5.0019;BORZYNOWO
021102_2.0021;Osiek
021104_5.0006;Dzies≥aw
021102_2.0022;PieszkÛw
021104_5.0008;Jurcz
021301_2.0006;GUZOWICE
021702_2.0008;JANOWICZKI
021402_5.0015;Zawidowice
021402_5.0008;Radzieszyn
021406_2.0005;Cieúle
021406_2.0003;Brzezinka
021406_2.0001;Bogus≥awice
021702_2.0013;KSI GINICE WIELKIE
021702_2.0012;KOWALSKIE
021601_5.0009;RakÛw
021601_5.0012;TrzmielÛw
021601_5.0011;Trzebnice
021601_5.0013;Øabice
021401_1.0002;Oleúnica
021406_2.0002;Boguszyce
021502_2.0013;PE£CZYCE
021504_2.0027;STARY G”RNIK
021407_5.0004;Gaszowice
021407_5.0003;Dzia≥osza
021603_2.0008;Ogorzelec
021603_2.0011;RetkÛw
021603_2.0010;ProszÛwek
021504_2.0017;NIEMIL
021405_5.0005;KamieÒ
021504_2.0007;GODZIKOWICE
021405_5.0012;Ose
021701_2.0009;JAKSIN
021704_5.0007;DANKOWICE
021701_2.0025;ZIELENICE
021606_2.0007;£agoszÛw Wielki
021704_5.0027;P£AWNA
021606_2.0002;DroøÛw
021701_2.0002;BOGUSZYCE
021606_2.0008;Nowa Kuünia
021701_2.0007;BRZOZA
021704_5.0006;CZ SZYCE
021604_4.0004;ObrÍb 4
021603_2.0014;Szymocin
021701_2.0023;SUCHOWICE
021704_5.0017;KAZAN”W
021703_2.0004;JAGIELNICA
021902_1.0002;Pe≥cznica 2
021902_1.0003;årÛdmieúcie 3
021802_2.0005;Malczyce
021802_2.0007;RachÛw
021905_2.0011;Stefanowice
021906_5.0006;Graniczna
021802_2.0002;Chomiπøa
021802_2.0001;Che≥m
021905_2.0017;Wirki
021802_2.0008;Rusko
021804_4.0006;ObrÍb 6
021805_2.0012;Piekary
021703_2.0011;MNIK”W
021801_2.0011;MieczkÛw
021801_2.0014;Piersno
021801_2.0017;Samborz
021803_2.0006;Ga≥Ûw
021801_2.0001;BogdanÛw
021904_5.0002;Boles≥awice
021906_5.0009;Kostrza
021804_5.0006;Gozdawa
021803_2.0018;Piskorzowice
021904_5.0005;Nowice
021801_2.0021;åwidnica Polska
021801_2.0003;BudziszÛw
021803_2.0024;ZabÛr Wielki
021804_5.0002;BukÛwek
021803_2.0014;£owÍcice
021903_2.0004;Dobromierz
022201_5.0011;ØerkÛwek
022201_5.0010;ØerkÛw
026501_1.0016;BIA£Y KAMIE— NR 16
026501_1.0031;SOBI CIN NR 31
026501_1.0047;PODZAMCZE NR 47
021908_5.0012;Poøarzysko
022203_4.0001;Wo≥Ûw
026501_1.0027;åR”DMIEåCIE NR 27
026501_1.0039;PODG”RZE NR 39
026501_1.0003;SZCZAWIENKO NR 3
022301_2.0007;Kamieniec Wroc≥.
022305_2.0025;Tyniec Ma≥y
026501_1.0024;PONIAT”W NR 24
022102_1.0005;JEDLINKA
026501_1.0009;PONIAT”W NR 9
022104_2.0006;WITK”W
021908_5.0006;KrukÛw
022105_5.0003;KOLCE
022105_5.0005;SIERPNICA
022107_2.0006;NOWE BOGACZOWICE
022201_5.0007;Pyszπca
022003_5.0032;TaczÛw Ma≥y
022005_2.0002;CIEL TNIKI
022003_5.0015;Koczurki
022005_2.0015;RZ DZISZOWICE
022003_5.0012;Jaszyce
022001_5.0022;ZAJ•CZK”W
022003_5.0003;BiedaszkÛw Wielki
022003_5.0019;Kuüniczysko
022003_5.0014;Kobylice
022203_5.0023;Stary Wo≥Ûw
022202_2.0007;BrzÛzka
022203_5.0017;Piotroniowice
022202_2.0003;Bia≥awy Wielkie
022203_5.0034;Gliniany
022101_1.0001;NR 1 NOWY LUBOMINEK
022203_5.0033;DomaszkÛw
022203_5.0010;Mi≥cz
022203_5.0039;Rataje
022202_2.0040;OrzeszkÛw
022202_2.0037;KrzelÛw
022203_5.0024;StÍszÛw
022203_5.0035;Krzydlina Ma≥a
022202_2.0028;WiÒsko
022202_2.0036;Konary
022202_2.0008;Chwa≥kowice
022006_5.0017;KSI•Ø CA WIEå
022006_5.0005;CHODLEWO
022202_2.0009;Domanice
022202_2.0013;Kleszczowice
022202_2.0021;SmogorzÛwek
022302_2.0041;ZaprÍøyn
022303_2.0003;Glinica
022303_2.0007;Mleczna
022302_2.0025;Micha≥owice gm.D≥ugo≥Íka
022302_2.0040;Wilczyce
022309_2.0016;Polakowice
022309_2.0024;TurÛw
022307_5.0008;Nas≥awice
022309_2.0015;Pasterzyce
022309_2.0004;Galowice
022309_2.0029;Øerniki Wielkie
022306_2.0008;Milin
022306_2.0009;Pi≥awa
022401_5.0002;D BOWINA
022308_5.0006;Iwiny
022406_5.0005;D BOWIEC
022507_2.0008;KOèMIN
022504_5.0010;ØARKI åREDNIE
022502_1.0002;II
022502_1.0003;III
022505_2.0002;MA£A WIEå DOLNA
022402_2.0015;TOMICE
022402_2.0009;KARCZOWICE
022405_5.0014;SZKLARY
022405_5.0005;JAWOREK
022405_5.0010;SIEROSZ”W
022502_1.0009;IX
022402_2.0002;BROCHOCIN
022503_4.0005;ZATONIE
026201_1.0029;NOWY DW”R
022605_2.0008;UNIEJOWICE
040106_2.0009;M≥ynek
026201_1.0034;PAWICE
026201_1.0017;WINIARY
040106_2.0017;Zapustek
040108_2.0009;Wiktoryn
026201_1.0001;ZAB£OCIE
026201_1.0012;PIEKARY
040106_2.0019;Øo≥nowo
040103_1.0001;Nieszawa
026201_1.0004;CZARNY DW”R
040106_2.0003;Jeziorno
022603_2.0008;WOJCIESZYN
040106_2.0004;Kajetanowo
026401_1.0032;Kuüniki
022604_5.0011;Stara Kraúnica
026401_1.0065;åwiniary
026401_1.0055;Osobowice
026401_1.0063;Strachocin
022606_2.0017;WYSKOK
022606_2.0003;JERZMANICE ZDR”J
026401_1.0062;So≥tysowice
026401_1.0044;RatyÒ
026401_1.0036;Mokra
026401_1.0029;Jarno≥tÛw
026401_1.0030;Jerzmanowo
022606_2.0006;LESZCZYNA
026401_1.0006;SÍpolno
022606_2.0014;RZYM”WKA
026101_1.0001;CIEPLICE - I
026401_1.0064;Swojczyce
026101_1.0020;JELENIA G”RA 3
026101_1.0022;JELENIA G”RA 5
026401_1.0011;Borek
026401_1.0019;O≥taszyn
026401_1.0005;Plac Grunwaldzki
026101_1.0011;CIEPLICE - XI
040109_2.0013;ZarÍbowo
040109_2.0005;Siniarzewo
040109_2.0018;GÍsin
040109_2.0017;Zakrzewo
040108_2.0013;WÛjtÛwka
040104_2.0031;Wo≥uszewo
040109_2.0011;Ujma Duøa
040302_2.0011;Ostromecko
040405_2.0002;FalÍcin
040205_5.0010;ZABOROWO
040205_5.0001;CZARNY BRY—SK
040308_4.0001;M. Solec Kujawski
040207_5.0005;BUKOWIEC
040405_2.0004;Folgowo
040207_5.0009;JAGUSZEWICE
040209_2.0015;WIERZCHOWNIA
040405_2.0010;Staw
040207_5.0012;LEMBARG
040209_2.0017;ZASADY NOWE
040405_2.0007;Niemczyk
040208_2.0007;OB”RKI
040302_2.0013;PieÒ
040404_2.0002;B≥achta
040302_2.0005;Dπbrowa Che≥miÒska
040306_2.0008;Niemcz
040401_1.0001;1
040301_2.0005;£ochowo
040504_5.0001;Bielsk
040403_2.0008;Napole
040304_5.0010;KR•PIEWO
040304_5.0012;£•SKO MA£E
040505_2.0001;Bocheniec
040504_5.0023;ZapluskowÍsy
040504_5.0008;Frydrychowo
040304_5.0023;SKARBIEWO
040304_5.0031;WISKITNO
040304_5.0032;WITOLDOWO
040206_2.0006;KOMOROWO
040505_2.0004;Jakubkowo
040305_2.0014;Prπdocin
040305_2.0016;Tarkowo Dolne
040504_4.0004;ObrÍb4-Kowalewo Pomorskie
040406_2.0008;Paparzyn
040603_5.0009;Nowe Mosty
040505_2.0014;Szczutowo
040406_2.0009;Pilewice
040708_2.0023;Zawiszyn
040406_2.0011;Rybieniec
040406_2.0012;Sarnowo
040506_2.0001;Adamki
040506_2.0015;ZbÛjno
040406_2.0017;Wichorze
040709_2.0007;GniewkÛwiec
040709_2.0009;Jordanowo
040706_4.0006;Kruszwica Obr. 6
040709_2.0003;Bronimierz
040407_2.0005;Go≥oty
040502_2.0003;Ma≥szyce
040502_2.0004;Miliszewy
040503_2.0007;Lisewo
040708_2.0013;Osieczek
040708_2.0017;Rojewice
040505_2.0008;P≥onko
040406_2.0005;Koby≥y
040708_2.0018;Rojewo
040505_2.0010;Radomin
040703_5.0024;Wierzchos≥awice
040702_2.0008;Konary
040703_5.0016;Ostrowo_1
040702_2.0018;Pieranie
040604_5.0009;RadzyÒ Wybudowanie
040702_2.0020;Radojewice
040702_2.0022;Sobiesiernie
040702_2.0026;Wonorze
040704_2.0014;Jaksiczki
040605_2.0002;Budy
040605_2.0011;Zaroúle
040706_5.0002;Bachorce
040706_5.0047;WrÛble
040706_5.0031;Polanowice
040704_2.0047;Øalinowo
040704_2.0046;Witowy
040706_5.0048;Zaborowo
040706_5.0015;Janowice
040705_4.0002;Janikowo Obr. 2
040706_5.0016;Karczyn
040704_2.0029;Olszewice
040806_2.0018;KRZYØ”WKI
040806_2.0019;LIPNO WIEå I
040802_2.0001;BIA£E B£OTA
040806_2.0023;OKR•G
040802_2.0002;BOBROWNIKI
040801_1.0007;LIPNO OBR B 7
040807_4.0001;OBR B NR 1
040902_2.0009;Kuúnierz
040707_5.0007;Ludwiniec
040707_5.0008;£πcko
040806_2.0005;CHLEBOWO
040807_4.0005;OBR B NR 5
040709_2.0014;Niszczewice
040806_2.0009;HUTA G£ODOWSKA
040806_2.0010;IGNACKOWO
040901_2.0012;Sucharzewo
040805_2.0014;SUMIN PGR
040805_2.0016;WALENTOWO
040803_2.0014;SIK”RZ
040804_5.0001;BACHORZEWO
040809_2.0013;RUMUNKI WITKOWSKIE
041002_5.0003;Drzewianowo
040804_5.0007;KAMIENICA
040803_2.0002;CHOJNO
040804_5.0015;MOKOWO
040803_2.0006;JANISZEWO
040804_5.0023;ZBYSZEWO
040803_2.0009;LUBIANKI
041004_2.0012;Radzicz
041102_2.0010;MORZYCE
041001_5.0001;Bπk
